projectBudget,durationDays,taskCount,highPriorityTaskCount,averageAttendanceRate,weatherRisk,materialShortages,costOverrunProbability
5588925.991853912,55,28,6,0.7242961393379019,0.3642716380113544,4,0.24217204846881096
2125172.6755888406,354,6,0,0.6052500009170756,0.9780613060512644,6,0.5112212579712095
1338242.2101056138,177,10,1,0.8859761486441121,0.750985433685248,7,0.45299769658142075
7173336.7285458455,249,40,9,0.868614885401731,0.9514020921435059,4,0.4081783771216914
5843693.572475479,273,48,4,0.5328015125595635,0.7763987288351357,6,0.5273281389468952
1197199.8275686756,79,84,20,0.5116918595841515,0.33433659283818606,7,0.40854294298708693
7907963.901287589,43,34,5,0.7075743287182215,0.9489397344901669,1,0.26474189542317883
4083266.6918449313,353,54,8,0.7709883626170206,0.14870313359405885,4,0.313160588860395
1332917.9697991358,301,84,19,0.6620934375401712,0.8329897632890743,9,0.5873310057105396
306752.8211808889,207,68,0,0.8520436232435186,0.42770072642580814,5,0.4252807206710894
1484666.9923992578,194,47,3,0.7476712209301852,0.7438958888590267,3,0.38431864432206636
4446383.354232718,277,30,4,0.8671636067710993,0.5672200885218455,9,0.4721565978051402
6391449.095113681,297,50,10,0.7807182225399902,0.21436182676188587,9,0.4037121816017617
6794940.112090381,80,75,6,0.6187873180250973,0.6044956399934499,9,0.414632806578481
5939302.335157205,236,26,4,0.9867075943661311,0.15641215951754261,7,0.2857029350396068
3117723.0127012325,215,39,0,0.8855998446939681,0.8813976235687414,9,0.4988161629815482
3473102.4963709614,109,5,0,0.6035036362249624,0.2237640646579675,5,0.2639743347854329
5123508.78890575,72,94,1,0.9803744901139657,0.46042129482758454,8,0.3964713419974345
3933247.080547381,141,8,0,0.6990289717405015,0.846815798301106,1,0.3153919605818897
5625847.849146636,340,36,1,0.842007512824966,0.2622588137865307,6,0.354285985866844
6507605.870639923,360,73,11,0.7126284383093271,0.29864794480281975,7,0.44923257853337434
4184969.6629723897,347,81,6,0.6999274357254656,0.0813928504530469,2,0.19095393256840199
5468398.483825114,289,85,14,0.6355086205991043,0.1506423080024254,1,0.2448894444406938
7646771.318294987,137,83,14,0.9735627163810976,0.09898557743042014,5,0.2565198734953296
8323254.811080224,175,23,3,0.861293495393891,0.0037498716222823525,4,0.24536740251497058
4193769.6849384676,77,44,3,0.6624435831185856,0.9958435076550987,7,0.536190002425882
9589766.707494702,82,78,8,0.7597369279760324,0.0019481156791663068,7,0.26296112005486105
2661884.5262030754,256,10,1,0.8601736932907905,0.47623539655787583,2,0.29091625538743193
4561638.124835299,268,18,3,0.8256594381358145,0.7287053084236345,4,0.3721860636388861
9490834.567814147,326,93,7,0.9156060131376882,0.6877838565997512,2,0.3573338382777474
5789364.482856451,48,13,2,0.6305096726435311,0.9780212400011945,9,0.5557946499423506
9253999.56452411,131,67,13,0.7369409279350327,0.4425362035347463,8,0.470789882928213
3871481.095827261,105,74,9,0.840845200427544,0.4132395015730369,1,0.2453142204447314
2127355.865702297,63,54,10,0.9238609791534891,0.42227772871732916,4,0.3230834071992483
7905352.102059768,185,55,5,0.8393774038165703,0.8341482711819765,8,0.5626139406480619
1457928.0083532673,71,61,14,0.7147687238991624,0.4854623429296353,0,0.2359943411941843
4916206.309940486,220,10,0,0.5987032886330275,0.05995060783776618,1,0.21528951758094314
7057749.278810165,209,50,9,0.9435430628018087,0.9011289841309107,8,0.48972398078536766
8143150.7093146825,301,18,3,0.8160706245491294,0.14328524200350323,7,0.34087549799298783
5160648.302030258,236,92,17,0.9187480161359831,0.5720406694353911,6,0.40054140768997193
2288956.750197187,182,33,6,0.5981927050979494,0.9902080970350224,0,0.4334008805022107
7077951.09628085,334,88,11,0.8994579532431615,0.3056863025982878,8,0.3310955412368997
2982878.232086276,287,98,10,0.851958698041759,0.14294376954779975,4,0.30596323321866714
5624829.975858671,356,42,4,0.6625996517892897,0.5818192629980836,5,0.4401998857306678
3917072.7213825714,198,16,0,0.7676119864387199,0.8757368629649306,4,0.42348416622366686
2007028.2254286062,72,59,9,0.669182773343791,0.24859792182414775,1,0.19423394601827043
7951762.997824495,300,12,2,0.8049028601253014,0.19523110515855857,7,0.3747551141343645
3443420.429511177,127,43,4,0.537210603626859,0.9188930823405614,8,0.5297462956384731
8169441.399274417,206,56,11,0.9794746389824082,0.18779485933196827,0,0.18793354505490387
9261707.860634182,59,26,3,0.5910450601271685,0.6731153748758579,9,0.4704832018424947
2963132.050705364,104,20,3,0.5444507062995163,0.9058194232283414,7,0.5141829545308083
3330276.0172476913,154,58,3,0.6383632283976588,0.7685748682762531,2,0.3682622795853044
6084064.995592445,135,43,3,0.7256541238864423,0.15145089017138513,9,0.4037567322520449
9618161.870357387,314,5,0,0.6840042850294679,0.1949584757564614,8,0.3882754624178522
5039664.291027053,126,35,3,0.9547833203080532,0.07683629221520238,7,0.3130943808196898
6143016.255058181,205,55,4,0.935393227871659,0.17652155082832777,8,0.38520780966916973
2544477.650317441,328,26,5,0.8614890381664897,0.6671674883189362,9,0.5192542080817548
950867.3128448876,65,70,3,0.8702102716098198,0.7741651077755679,8,0.4297460952002799
2334935.121385057,218,10,1,0.832672384092424,0.8671906009573414,2,0.3130311428167282
4089595.956948607,70,75,4,0.8767650305952319,0.47044769724219215,1,0.19435112307598618
8347696.330947538,148,54,5,0.501207548835503,0.9283799804049749,1,0.39752810943638256
7460018.86693461,54,68,13,0.9005033667522103,0.6425713901602181,3,0.3034770277874071
1773772.9558325105,163,67,11,0.708375308565016,0.20731302149191277,1,0.22505142468897185
1829721.2308838966,364,62,8,0.9499132549531231,0.6610859268773325,3,0.3587514630660436
3890674.7539266516,322,48,5,0.8013956952198923,0.5698965520631004,2,0.27629790126912324
7976504.955136498,92,51,10,0.5029058432438169,0.7922233536843636,9,0.5170740419018885
7841312.818794394,135,72,13,0.6584338702640987,0.09711215347266478,7,0.3310848499544043
4886598.326500148,117,54,7,0.7914951280264664,0.36791545924774327,6,0.3929677064872718
1988536.440125623,168,71,8,0.7253850495380447,0.4998492310672251,0,0.24004359323632635
2679452.6945225494,267,10,0,0.6280963272940097,0.5522715789630782,4,0.3344666862354856
5579745.663495092,242,36,5,0.7405636802796596,0.5992397621893143,7,0.4701594617668371
7085520.805481159,80,88,17,0.7077890980186694,0.7758383960421086,0,0.21592362497970796
7285341.574180683,247,74,14,0.6846585324147791,0.9788578586385708,3,0.4645784013118871
3080103.596972721,78,68,10,0.6680487497895342,0.5794036216389554,0,0.2213489163375152
987529.845443378,283,85,17,0.8750660437567781,0.12153735987352221,9,0.411255169652111
1930459.1310844785,105,94,18,0.6929734146378573,0.8671855792804258,0,0.32290898795890977
7518849.81637447,56,72,15,0.6527332704529323,0.4790931005006934,2,0.2780402291250764
2324149.307728322,121,48,3,0.8606381191691912,0.8459568272140482,3,0.2986917461577724
8801172.698304202,141,99,19,0.9826346025982071,0.07737065409479338,3,0.20440796398791095
7642438.234172972,191,92,15,0.5951610662572049,0.5273298079093757,6,0.4521698667288123
8667670.826307721,177,77,3,0.5484004090274974,0.5722423417738378,7,0.44543818649996436
8351426.159392206,287,58,11,0.7488720961314459,0.26569587946679896,2,0.26558992739429776
1280244.4336504696,62,82,2,0.5172632842374476,0.20598342578673878,6,0.3280423152803575
9564919.149769941,51,88,17,0.7723301157407476,0.24072323366597415,3,0.25728696187514155
4236381.160228226,282,63,14,0.7742855971252742,0.8465257740981669,9,0.6180904506008861
5773430.012601757,72,75,8,0.95363075034682,0.30520288177116084,2,0.21496049139549395
506336.20519381156,199,92,15,0.6516382855915865,0.14369058335891527,2,0.30032393657194373
3313826.6705788467,38,59,12,0.7620807936369883,0.28190178971522806,2,0.2581046054033465
240243.14336698598,70,78,14,0.6618421412176273,0.21376305074573165,1,0.30334103068543977
4814006.47608571,165,74,1,0.9025180357086706,0.1953021512143589,2,0.2264714541700729
4234631.024088826,41,58,1,0.6070759608411633,0.7200406536263232,1,0.3132747642604115
836795.0251518828,119,62,7,0.5952242818780411,0.8170836134384462,6,0.4137795168883195
4255315.388624731,238,55,7,0.9107828764835806,0.6405350975984492,3,0.37658535150940703
678257.2215671224,50,85,2,0.7243181478497595,0.19220168243343116,5,0.2771217305938543
929641.4171008258,147,95,4,0.7232628337161898,0.9515469077633384,2,0.3866549328827824
2057306.3888612497,291,26,3,0.5957207887478746,0.7424005086557014,9,0.5649137690205092
4782322.294841498,241,89,8,0.8315951981353485,0.8827184005968887,9,0.5471373085994619
4807737.031486746,246,50,6,0.559415861104781,0.9619730953825752,7,0.5894656582745257
1573012.4500179077,292,97,19,0.8895061922480794,0.607759881229099,3,0.33450658812740114
4580174.461511343,190,28,0,0.8198406286103515,0.3058935807837908,2,0.2115767726674453
4125025.2689930447,69,73,16,0.712271812075761,0.12279772796016053,1,0.16090848617913062
8032139.410835269,335,46,5,0.7282690906788862,0.46626849636007905,1,0.2828380945525404
6511131.345417318,265,41,0,0.9375196167279949,0.7943288787992454,6,0.4347061995813695
2641487.945867515,185,46,10,0.5933025167431069,0.062045713339605624,7,0.38818232038016875
2416050.251289275,149,58,13,0.5691835210390058,0.5636347532954131,7,0.4921222853990507
1523365.5905659967,59,64,1,0.7421032568816881,0.9290260617388401,7,0.39157442573741663
426114.67357257457,66,85,14,0.5770822207315792,0.3733623603637237,1,0.2581845207889523
4484393.055356203,292,33,3,0.9998853616261487,0.6222605066499807,5,0.3669788498245168
5916795.934293677,278,84,12,0.8297300595667343,0.5852883861113631,6,0.47729371426363365
1050431.1551220866,77,62,6,0.8545884980114902,0.9760478662354962,2,0.33330867503640044
7386813.335748165,355,67,2,0.6841173747882119,0.3317747750495401,1,0.31403433450774443
4386752.723189606,163,94,4,0.9982349642782835,0.1791625093330852,4,0.23558818491134012
7864477.526509044,332,53,9,0.5106688784727897,0.42325285329177376,8,0.5286075715071963
6749940.616650842,44,88,4,0.5890231111432722,0.050357447089215635,1,0.10086182204118369
3401259.778083062,81,10,1,0.9336119598736576,0.9500563661270676,2,0.3155350007860358
8230121.055030191,233,28,0,0.5300517447022041,0.045725654801574755,7,0.32481267580890794
8575858.694171011,181,55,6,0.7593409087241267,0.08476980649475663,8,0.34217600049376884
1146073.5473286817,241,46,2,0.8630856848789114,0.7214162692951767,1,0.3023153669019124
2258313.4709494817,243,5,0,0.5969078116956321,0.2732888398102955,4,0.29501865276656586
2059015.4644525624,214,40,5,0.9801041798483741,0.06303328443685163,0,0.10039546998114829
9813798.364983706,173,45,3,0.8944377265443182,0.9957021981744406,1,0.3573706672536008
4341554.137815229,262,35,1,0.8343504835989317,0.4310148490897847,3,0.2765462030982025
3622874.5766261327,240,35,7,0.9119676636964812,0.7830001555777623,3,0.3571903140018765
7066680.77613739,201,33,3,0.8326069488723253,0.7916839640159167,4,0.3609118902712966
6491626.1372515,117,24,3,0.8579185806802773,0.9469465005330732,6,0.4146449507678535
6431622.14335841,174,76,1,0.5632576911150455,0.6992086248362431,5,0.43898330676325287
3745552.970337487,294,32,2,0.6577337203747655,0.8538750740150857,1,0.3693397885286631
4683675.53829291,348,46,9,0.5975261960048357,0.019006840324834795,5,0.32312565731472903
7193535.2905872455,245,80,6,0.7174824389169775,0.6475816040464447,9,0.4735871741187744
9086234.108948495,179,80,18,0.7768276739911167,0.26520037795557994,8,0.4025741044253364
8593163.899367392,286,53,4,0.5910594613225597,0.7993148966485215,8,0.5302018229397635
8685124.982438033,266,45,3,0.5560410367175158,0.4528199754551836,2,0.27477153132487353
921433.4789239845,315,42,7,0.9833904923256518,0.6260694554216691,4,0.3775552925589214
241544.48318912723,201,11,1,0.8698172836922754,0.22128810500760576,7,0.4850063549724761
5869455.077874075,190,63,4,0.6517549631122164,0.5364518056034832,0,0.27446734220793967
6976963.625408337,111,93,18,0.6330290261485338,0.5206624812845474,0,0.2877810605490941
889982.2403000839,186,31,0,0.9360226611505941,0.6823929376569341,0,0.24723806797701095
9088035.742014442,120,87,18,0.7857940439759903,0.7631046111936,7,0.4761179341487323
5945033.783395088,242,90,14,0.9195875637553248,0.1680994760460387,3,0.21874134490232539
2667657.7066597086,161,45,10,0.7632318339782301,0.8325038190210381,5,0.48105319543127023
2998335.2612845968,286,62,3,0.9111443215460578,0.49609745890925083,5,0.3448394052028163
975357.6367610854,308,19,1,0.9538568093608559,0.7190197135418515,3,0.3374549916551672
5687847.654520714,235,47,2,0.5483756212245001,0.7134597697337953,1,0.3000778081226758
1440905.1565329747,333,43,1,0.781010127312964,0.6159077044409133,8,0.4656194147249539
4106679.6289614155,253,15,1,0.939774540032581,0.2757103581842245,7,0.34540500857221196
115892.18588015136,187,10,0,0.923955987244764,0.1548574396750647,3,0.3228318292603842
1918200.8009963392,57,77,3,0.900730191957891,0.9925751038801783,6,0.4131989476461986
6622770.872004829,353,63,11,0.9147173790324423,0.5948748152616773,3,0.31570594165022475
4475164.609152517,285,10,0,0.831830480614083,0.8584619433946987,3,0.35575037467264015
8627446.395084267,245,99,0,0.6350510236041089,0.7231951699207575,6,0.49371855237388906
2048431.266286424,32,99,7,0.9297624852622388,0.41595356681483087,7,0.2871858790648028
3285743.0617319746,219,85,8,0.7966441384633345,0.7174251686141926,9,0.5424402356129858
5570957.473043407,176,15,1,0.6879217228608379,0.9559410344989673,0,0.4017970715681527
948028.2091081981,332,65,8,0.7905274544959251,0.09445367201692279,7,0.36691093645850487
5645373.638711828,240,14,2,0.9692748524198747,0.699443889016136,8,0.4785026001811711
1219465.5132176024,269,27,0,0.5239173627259851,0.13112209654329,6,0.3252231392334738
1793954.7809484783,290,85,13,0.9650547814298935,0.32392980531873106,4,0.3341433941485622
8166363.230630986,250,28,2,0.8661952890583154,0.7053777835559757,2,0.31745176812027104
8953852.926467048,320,59,13,0.6854652267214494,0.9127980285683709,3,0.502065461410275
8853316.803079374,109,15,0,0.5709289539339378,0.45361197661835817,5,0.35107817710231104
3078412.3029000526,262,73,6,0.59373310721317,0.841300199980575,3,0.4764705408813964
7057397.666812885,362,90,0,0.5066683004541797,0.3673903440523587,2,0.24581011226613309
9933053.35175725,269,75,0,0.824285083414047,0.48248257666316263,3,0.30891204007818474
5518577.194373973,302,24,2,0.6043625357839306,0.7799789111271578,3,0.406002475587485
2213169.017596894,118,20,1,0.5694724408725962,0.3599538862822853,6,0.3607141442487646
6289249.628027428,195,20,4,0.6870108399175044,0.5694897616045446,5,0.43301713596484837
6865605.950715762,35,60,0,0.8388034360640352,0.3853515417600768,5,0.21882283767340013
6003587.967446872,49,43,1,0.7916854188913712,0.804085012626327,5,0.32345299212947587
9062498.54505669,96,46,2,0.5859447728985364,0.034242699226337936,9,0.3527603168910189
6477576.862479847,262,59,4,0.6814837870423458,0.7733095077064187,1,0.31808591518031054
6184234.129809696,92,18,3,0.7610556301535806,0.5808532100382361,8,0.4457238206786036
515343.71892922354,330,58,5,0.9706487688354608,0.60152398258777,4,0.457447674439153
7765858.759704909,64,73,5,0.6262113816369097,0.5141384495639217,9,0.4692226159779309
3954803.7806234886,335,42,5,0.9191760543979539,0.9785669706564127,8,0.5190084905587518
3232675.8877340914,88,75,6,0.988294123171291,0.5338547206445167,7,0.3661988247392765
5623161.939788884,181,11,1,0.799938319028377,0.9455203686565871,6,0.509844108111506
5385500.027357008,196,78,18,0.7311281343059188,0.8593707630870382,3,0.43060484759665574
7862554.635427373,141,79,11,0.9515501334907046,0.4070496313203641,9,0.41918103457020034
7968608.572996718,111,52,6,0.9058108496611132,0.8898429865470519,3,0.35495516971267804
2173432.8926363587,356,86,16,0.614050399797846,0.450750215549353,3,0.385394754742358
5185566.361201441,81,65,14,0.5640793994680193,0.7338956776538164,5,0.45677044800566785
7479322.897245952,184,52,6,0.7949917437962523,0.6306913704874757,9,0.5291894438031033
3639791.158124498,95,79,11,0.6636474365063619,0.7527095287389827,7,0.4407454991769808
9236524.151269166,185,52,10,0.7556656508369037,0.7463244889075968,1,0.3222407458092702
2265490.62192355,187,81,10,0.6461746379678619,0.9418741975086027,9,0.6001811390549504
8820149.660820445,271,51,10,0.881676378050479,0.6646381170050147,2,0.350759778679108
4402612.406141683,306,48,1,0.8174668176756453,0.02533294810617348,4,0.2590414700254378
2083547.3423352446,159,35,4,0.923902444030613,0.9740928593882453,2,0.3363539347336796
5367250.863265915,162,74,10,0.9236275016201696,0.7363373256394008,5,0.37801923529717
2805297.852133815,173,47,10,0.7687573808512445,0.23751509140458704,7,0.40977959910475564
109335.73379191404,348,7,0,0.8188506295138116,0.27604244579642,6,0.47221177122513003
3855960.2693445534,326,89,8,0.6334710720696592,0.3263802000306696,9,0.4131535448127075
8600750.094921984,358,69,15,0.5667568811736273,0.7102772952508332,7,0.5170316099701675
3567092.7865999886,330,5,0,0.9759738835134808,0.4602170069778869,4,0.31594716066457756
1710127.6970761127,264,14,0,0.9806718322862913,0.005300267207546061,7,0.3225661398469174
5219483.363453293,272,47,3,0.6818220634218815,0.16482983479714297,2,0.23714979010667545
3084983.702709547,300,6,0,0.9846626700264424,0.6967967854063803,4,0.23416641583799475
8045759.35207704,133,83,7,0.723777891912626,0.8654212371935769,1,0.3693885698159662
9108598.511457393,349,11,0,0.7255702946228073,0.3157123737974904,9,0.4095517925776811
7293629.705181403,78,37,8,0.9884662130085757,0.9953650579291551,6,0.43904779081203904
1267844.4699250024,297,65,8,0.8032997062159664,0.45491355211531803,9,0.48325091382541335
8378318.7139158575,260,51,9,0.6028528852593255,0.9654081182138707,1,0.42508154117616814
4439356.958113874,163,62,6,0.879709930230001,0.5404012286905039,0,0.21271588821852308
6429865.630225734,209,97,12,0.5828099122661129,0.8291392038717392,7,0.49192948854176183
1046865.8290529673,268,12,1,0.7191550368812205,0.12220819611876166,0,0.10133823234643648
5830017.990781404,166,29,4,0.5564987963884122,0.8123904515736079,7,0.5586802351005319
7184631.404980266,232,9,0,0.6485289084448485,0.11817709503104701,8,0.34322909986963707
9985574.650320614,49,43,3,0.8535665450126488,0.7129147895250578,9,0.412423075193137
2114765.643474145,333,63,13,0.6830685156827031,0.12434505425584441,5,0.33006523038645846
6649229.272365596,47,50,10,0.6623104414976745,0.24994193892486127,9,0.40178597122450727
4211509.191471391,235,60,5,0.666054005414338,0.8498873315659494,6,0.4858033613106295
5474565.040436674,257,53,8,0.9146746237693005,0.8950852078205719,4,0.41697963779701697
6500495.476213909,192,77,2,0.5013186775183163,0.07797442591931525,4,0.3061418339121737
7234620.949653188,275,63,12,0.8397817168775141,0.18101942182924535,0,0.20189622693534603
4477426.932298352,272,19,1,0.5528905184984034,0.9501992409834443,8,0.5683155294399339
5821559.660060477,119,64,0,0.7016011979122851,0.8684069962103078,2,0.3665473208541427
9521597.301869622,288,79,12,0.7997580234054704,0.31314796008768186,2,0.3446358238286643
1381625.149946576,329,56,3,0.8826162241427051,0.015370347282717023,7,0.3375275232608037
8448957.35916326,207,38,8,0.6802700422377184,0.16605963558396297,5,0.38921260166654015
9194916.53974529,138,57,2,0.9146477672914878,0.7647871087800617,2,0.31162290491756767
3790675.8246380426,96,80,13,0.9055488948456696,0.034565773465393246,2,0.14218333640686154
9054856.633719703,249,14,0,0.8740669878034336,0.9214895890000927,6,0.46655058616604894
1838136.501081053,81,92,18,0.6110989001528521,0.405601870443665,3,0.2810587202082018
2998856.2613076707,280,52,7,0.574116265733222,0.9225982089630734,6,0.5546857747012199
4816280.131527042,140,95,9,0.9543603826438903,0.1224899009159639,1,0.21452025853342166
9832442.46496195,251,27,2,0.6974671198990012,0.4536257827055582,5,0.32766407055188423
8343935.191131969,74,48,10,0.7167947334375979,0.18840039219291915,4,0.22494610197046586
1418089.408696666,244,54,8,0.5566891300576664,0.4287440336555247,1,0.36589398168689435
4417222.764782731,40,70,8,0.5843567638642517,0.9055087552733795,4,0.35196949297542485
6556901.069130166,208,55,12,0.7043999308275624,0.8812605297081396,7,0.5563988645288342
9038568.194673212,362,14,2,0.6713255904115656,0.1380923613698195,4,0.26467245284096264
4804267.722191568,272,85,20,0.6396620303605288,0.4718519510573197,3,0.423249063419313
2826653.9860680383,174,79,8,0.7118270265764849,0.4344259387374708,5,0.32190446404336714
1304739.0611433866,146,97,9,0.5886989016234098,0.5298976328026926,4,0.39530378922176534
769166.3510991731,211,65,7,0.6129052983902252,0.7091580764262095,2,0.3824831751218786
8813488.2002771,222,79,4,0.7224557700119036,0.8705505644688416,1,0.3384092512571466
8725425.659172734,72,81,5,0.7351345675894183,0.9494809862097447,8,0.49039733152466675
9661745.617220538,267,36,0,0.7419455900030489,0.9593443453825524,4,0.4392899328529121
8030531.082005687,193,66,10,0.7858354011117867,0.600960966132921,5,0.37347204173729476
6223372.230897109,196,78,18,0.5084451244513719,0.432817999517934,0,0.271195778056447
4557043.165047834,357,36,3,0.7178771091535984,0.8919876288801,6,0.47590622756620327
8223198.352518714,127,11,1,0.569059837166639,0.0795635973605473,4,0.1922111499506654
7192503.815310634,267,70,8,0.8179048116579987,0.16937482754168864,7,0.35365410911897505
3612819.5185964825,350,89,19,0.7111297559116561,0.9592616971441885,3,0.42796609459949003
8441583.54586786,362,90,15,0.5654935776256163,0.6252651674959092,7,0.4719999866089073
9710411.743642345,158,35,5,0.8165623215245652,0.7480626469988284,7,0.4380605178436708
9563843.736840067,308,39,4,0.7834736103051332,0.7563340376157166,0,0.2886194298523496
9031642.024173122,276,75,3,0.598634828782316,0.3687839706209646,8,0.48003839126479797
9569629.839037944,246,20,1,0.9576456500088821,0.15996348459700427,2,0.18846535722069305
1437094.508897845,131,30,4,0.5954977661640529,0.1327258096043692,7,0.3995903066237497
1167252.817927229,189,39,3,0.5512746499868583,0.9017323056733118,8,0.5542625339737686
5343438.507863109,114,93,2,0.541034414257491,0.9326052547513325,1,0.28185849750395875
8078737.583594872,158,55,11,0.5798567343589982,0.2578616891352077,3,0.3028541728895377
8931091.660095267,144,47,4,0.6298481364255355,0.9902500404861467,3,0.3985993900731656
3952591.8126189723,266,40,2,0.8915001838530849,0.13767035008043083,5,0.2747686878804223
5392093.123633355,328,13,1,0.7910193615419157,0.6773231069014594,3,0.37855011557739243
1689537.2120352483,123,52,11,0.9770704497804267,0.8131728094158956,4,0.3833025673775829
4390841.284139607,169,86,13,0.80237606960382,0.9381865789196974,3,0.44240348203324353
2936481.38134248,182,38,7,0.9408151693181388,0.3657889002005328,0,0.23230235192425236
647115.30059937,106,62,3,0.5527491292265456,0.2519651017383129,7,0.41617696847970825
6742415.519801863,352,52,2,0.5837989109208649,0.46874485437691293,4,0.3608230721227877
3380341.9254358197,144,84,2,0.5139189171281147,0.3342058900059488,4,0.34591620573350396
9195582.573651256,90,80,11,0.8551011546960576,0.5959772729635026,7,0.34798713345517696
6725832.562616319,315,24,1,0.7610904936877204,0.08850775183905002,2,0.24365818511153783
9939625.25846239,279,85,8,0.5518371188723349,0.016523204580526474,7,0.34735047553017134
8663959.788564023,320,85,13,0.609977368766503,0.6343761048226422,1,0.34895037501293874
7518264.468235599,127,64,12,0.9160193128894507,0.16219076222024476,5,0.25336217692189417
6967909.473985568,353,66,0,0.6288943707176511,0.2771435261081858,4,0.3443702577371981
682353.2097370547,217,47,4,0.7667054456060299,0.9678024807536285,7,0.5704413572079415
1641633.6838798125,324,15,0,0.9102451694803335,0.6286347032869045,8,0.43955092293658066
6211679.708861275,72,81,14,0.7385907843457227,0.3395758814556513,4,0.2560234849649283
3338759.587988279,149,13,1,0.9500790317228718,0.15034768751432104,6,0.222354907267768
7949758.077957178,247,17,1,0.7112848695184637,0.366636859747681,3,0.3071933034706246
8235623.382550995,208,92,8,0.8757103938623814,0.18160135858210724,8,0.34382772328907063
2631167.2637921595,261,24,3,0.9574906365298994,0.9032102603872392,4,0.42894604631915256
5133223.797478452,247,63,13,0.5260622563646742,0.6771790366454838,5,0.503229733918316
1584295.2213315773,139,63,9,0.5404342219596681,0.8820359314585808,4,0.4544820798803724
5553352.024260647,242,82,17,0.5782474547941552,0.43725770283710397,0,0.23150678586865564
9937723.025314108,340,60,3,0.7644469228840418,0.4289642449360954,0,0.18619386703738738
9500582.250445256,161,17,3,0.6112129617730393,0.21459704468394436,2,0.2563866124814478
2434335.227067454,348,89,6,0.9205230809866701,0.893882505071404,7,0.5386126238693466
7663369.604258383,194,86,4,0.6343918110485025,0.7296047611790876,0,0.3187838256114518
928290.5053191491,280,56,4,0.5040857078500884,0.11650797454149309,2,0.2521428640111393
6700990.162008699,307,98,11,0.5835761209484891,0.29884375790575446,9,0.46634560948192183
7229185.015207304,104,28,6,0.9012217347164149,0.6929992589530319,3,0.3666124274551321
9592956.94966799,231,31,5,0.6381203313500028,0.10736715725059676,6,0.3683903919534181
4209050.000050171,357,13,1,0.7256075160609189,0.05687726288629691,9,0.40539297789049783
3581514.7291991157,90,90,6,0.7418928140021266,0.7207295001544649,8,0.41769156397197477
5853212.482291643,358,21,4,0.6462020332810012,0.6879759616018079,5,0.478286240344272
5131390.039174461,237,66,9,0.9810464349121875,0.05356748187689664,9,0.33628191175910616
7416693.174086512,335,86,0,0.6702322053791021,0.9508264604651173,0,0.3037470007297283
350044.2771300273,127,38,0,0.7926829089972631,0.7877230024962146,8,0.5388670407280832
7929549.459126142,330,26,5,0.536531136764468,0.9224465659316291,1,0.4152629303766162
6851739.079713309,235,23,1,0.7992420687716539,0.0818143759596498,4,0.2661590549129112
5277161.011574329,238,31,4,0.6462108712723977,0.8122028007681981,3,0.4286508493895576
5069624.090091416,237,72,12,0.6868555134812864,0.006135549639346927,4,0.2775106528926395
8744178.38282633,161,6,0,0.5736746750104729,0.12452415695551589,3,0.2419603313305194
651927.2550302758,349,51,10,0.97312342000891,0.4302572972126427,7,0.4044271637654546
3715269.2102639894,35,33,4,0.5785584400907383,0.20984794921155592,9,0.3174891827482033
5221877.331113265,296,8,0,0.9662466750814,0.523931820832522,8,0.4488702420439479
8668896.237093572,353,34,0,0.6325402095873622,0.5542486853382993,9,0.43253146921221786
9445535.386397604,34,27,3,0.9024888080808204,0.3084366145029195,2,0.19056524310964165
8032468.933592924,130,50,8,0.8240023311253688,0.13591645160437804,5,0.2686776085005414
6380945.71531772,201,77,16,0.5338278487951068,0.39924211102350793,0,0.3131539549280371
1756284.5624285731,43,69,1,0.9278887836942167,0.38905855586302407,2,0.16446382599768525
6872074.886926097,325,97,12,0.9759466925078781,0.28800463916437913,6,0.29902739522061306
1781562.316402736,309,96,1,0.6921404417242382,0.04729290312904433,5,0.23308109222379897
2066393.0123296166,281,20,3,0.9075635638969966,0.9582011141066785,8,0.4752414111653887
8705580.17509674,363,28,6,0.5867295362048088,0.3427066677928349,0,0.3136019787555464
9194265.940889366,361,18,1,0.5930458688710984,0.9797548882967702,1,0.30806353268934494
3036855.541292748,82,6,0,0.7960529881618461,0.37559609317420684,4,0.3252762881091824
9585055.665763984,59,20,1,0.5292944457730147,0.8226382483008845,5,0.37789093896018694
1468191.7505480547,86,75,10,0.5310076971805004,0.799022039402581,1,0.30182925656326354
8000729.436902118,34,91,16,0.5873517973365605,0.7512406335954829,2,0.2992456569789374
6651884.247898451,124,43,7,0.8442464014616229,0.9484177195334119,0,0.2914233130575947
7981005.723984088,359,24,5,0.7009078360918233,0.08154158599602923,4,0.34549486742703855
9261229.789296925,268,38,3,0.6793338829115024,0.5522470211135555,8,0.4860855123227729
8685321.926389227,253,11,1,0.9737607866063941,0.8028337571225689,3,0.33955925173848167
5906445.246004862,133,48,6,0.7742998638534647,0.8468788701208294,3,0.34002498740547105
1984154.4729634933,234,96,13,0.6553247854609839,0.5666952530566381,0,0.3426924933215917
8688329.51949062,128,97,4,0.5343265477204147,0.9008211704943914,1,0.3533611281971787
8237141.248596197,116,59,9,0.8189090494805963,0.3575586383150211,1,0.19818935613953867
6656119.963559919,301,52,8,0.6601855107755663,0.18230706565526134,0,0.20988322223742528
9663446.946923181,281,85,9,0.9227145014918513,0.7898328790342449,7,0.49009278033594106
